,VIX,VVIX,VIX_VVIX_Ratio
2011-09-08,34.40999984741211,93.4499969482422,0.36821830894730023
2011-09-09,35.529998779296875,99.06999969482422,0.35863529715094056
2011-09-12,42.560001373291016,97.06999969482422,0.4384464974461138
2011-09-13,38.68000030517578,96.13999938964844,0.4023299412392187
2011-09-14,36.59000015258789,100.22000122070312,0.3650967841440142
2011-09-15,33.43000030517578,96.69000244140624,0.3457441251533139
2011-09-16,31.809999465942383,93.66999816894533,0.3395964565790761
2011-09-19,34.79999923706055,95.9499969482422,0.36268890405314475
2011-09-20,32.41999816894531,92.9000015258789,0.3489773696065458
2011-09-21,33.0,98.58000183105467,0.3347534934778662
2011-09-22,41.0,103.91000366210938,0.39457221205883364
2011-09-23,42.16999816894531,104.7699966430664,0.4025007112733938
2011-09-26,40.9900016784668,102.88999938964844,0.3983866451707912
2011-09-27,36.59000015258789,100.30999755859376,0.3647692258313005
2011-09-28,37.70000076293945,104.3000030517578,0.3614573313505199
2011-09-29,38.619998931884766,101.0500030517578,0.3821870140083381
2011-09-30,40.93000030517578,101.08000183105467,0.4049267863448031
2011-10-03,44.25,103.88999938964844,0.4259312759646532
2011-10-04,46.18000030517578,99.30999755859376,0.4650085735620845
2011-10-05,40.72999954223633,94.66000366210938,0.4302767585729535
2011-10-06,38.2400016784668,93.5199966430664,0.40889652535399146
2011-10-07,35.66999816894531,92.56999969482422,0.38533000201510964
2011-10-10,35.45000076293945,89.38999938964844,0.3965768095423507
2011-10-11,33.95000076293945,90.9800033569336,0.373158930647062
2011-10-12,31.56999969482422,91.33999633789062,0.34563171623128275
2011-10-13,31.989999771118164,95.0999984741211,0.3363827579852526
2011-10-14,29.06999969482422,94.69000244140624,0.3070017841937707
2011-10-17,30.350000381469727,103.5500030517578,0.293095118174934
2011-10-18,33.369998931884766,100.20999908447266,0.3330006909166351
2011-10-19,32.91999816894531,103.29000091552734,0.3187142789926777
2011-10-20,34.439998626708984,102.97000122070312,0.33446633212027665
2011-10-21,32.7599983215332,98.0500030517578,0.3341152198051451
2011-10-24,31.670000076293945,97.12999725341795,0.3260578706047425
2011-10-25,30.68000030517578,97.75,0.3138618957051231
2011-10-26,30.440000534057617,97.73999786376952,0.3114385226044821
2011-10-27,24.71999931335449,94.44000244140624,0.2617534802446835
2011-10-28,26.020000457763672,94.19000244140624,0.2762501304100741
2011-10-31,27.09000015258789,104.83999633789062,0.25839375332749026
2011-11-01,36.02999877929688,113.1500015258789,0.3184268519082286
2011-11-02,33.529998779296875,107.4000015258789,0.31219737712217394
2011-11-03,31.3799991607666,104.27999877929688,0.30092059386364894
2011-11-04,31.459999084472656,103.33999633789062,0.30443197405976236
2011-11-07,31.399999618530277,103.3499984741211,0.30382196499396036
2011-11-08,29.34000015258789,98.0500030517578,0.29923507638342595
2011-11-09,31.31999969482422,122.7300033569336,0.25519431954822647
2011-11-10,33.09000015258789,113.54000091552734,0.2914391393849515
2011-11-11,29.90999984741211,112.0999984741211,0.2668153457140055
2011-11-14,31.420000076293945,112.3499984741211,0.27966177572785
2011-11-15,31.739999771118164,107.5500030517578,0.29511853900965
2011-11-16,32.65999984741211,111.18000030517578,0.293757867941755
2011-11-17,33.150001525878906,111.86000061035156,0.2963525956105814
2011-11-18,33.15999984741211,101.91999816894533,0.32535322255839527
2011-11-21,34.59000015258789,99.5999984741211,0.347289163479007
2011-11-22,33.119998931884766,98.52999877929688,0.33614127009249434
2011-11-23,32.90999984741211,101.45999908447266,0.3243642829132316
2011-11-25,34.61000061035156,98.9800033569336,0.349666593620368
2011-11-28,31.93000030517578,96.2300033569336,0.33180919870429526
2011-11-29,31.76000022888184,95.47000122070312,0.33266994681879747
2011-11-30,27.71999931335449,92.22000122070312,0.30058554485392297
2011-12-01,27.6299991607666,90.87999725341795,0.30402728868620704
2011-12-02,26.26000022888184,92.45999908447266,0.28401471435112563
2011-12-05,26.739999771118164,92.97000122070312,0.28761965601828493
2011-12-06,27.90999984741211,92.20999908447266,0.3026786696076641
2011-12-07,28.61000061035156,92.83999633789062,0.3081646029608363
2011-12-08,29.6299991607666,94.97000122070312,0.3119932481827469
2011-12-09,29.61000061035156,90.91999816894533,0.3256709327614699
2011-12-12,26.780000686645508,93.20999908447266,0.28730823891947277
2011-12-13,24.71999931335449,94.5500030517578,0.2614489530986315
2011-12-14,26.15999984741211,99.62999725341795,0.2625715203110141
2011-12-15,24.3799991607666,97.70999908447266,0.24951386131617403
2011-12-16,24.15999984741211,94.27999877929688,0.2562579567270577
2011-12-19,25.13999938964844,90.2699966430664,0.2784978434091859
2011-12-20,23.559999465942383,88.63999938964844,0.26579421963188515
2011-12-21,22.520000457763672,85.54000091552734,0.2632686487810852
2011-12-22,21.07999992370605,86.18000030517578,0.24460431479529748
2011-12-23,21.100000381469727,86.54000091552734,0.2438178895106053
2011-12-27,22.57999992370605,88.12999725341797,0.2562124205992793
2011-12-28,22.1200008392334,94.08000183105467,0.23511905196340943
2011-12-29,23.520000457763672,91.8000030517578,0.2562091467960284
2011-12-30,22.86000061035156,91.6999969482422,0.24929118180074009
2012-01-03,22.950000762939453,91.38999938964844,0.2511215769363377
2012-01-04,23.440000534057617,88.88999938964844,0.2636967116099147
2012-01-05,22.75,87.69000244140625,0.25943664461865384
2012-01-06,21.239999771118164,86.94999694824219,0.2442783268153704
2012-01-09,21.670000076293945,87.80000305175781,0.24681092623105663
2012-01-10,20.13999938964844,88.81999969482422,0.22675072572446825
2012-01-11,21.18000030517578,93.16999816894533,0.22732640035872972
2012-01-12,21.01000022888184,90.51000213623048,0.2321290435642548
2012-01-13,21.40999984741211,93.5500030517578,0.2288615622552865
2012-01-17,20.899999618530277,93.66000366210938,0.2231475421881227
2012-01-18,23.200000762939453,90.08999633789062,0.25752027645695275
2012-01-19,20.489999771118164,88.7300033569336,0.23092526761994112
2012-01-20,19.90999984741211,89.23999786376953,0.22310623402082524
2012-01-23,19.21999931335449,89.58999633789062,0.21453287307732263
2012-01-24,19.76000022888184,89.01000213623047,0.22199752561109945
2012-01-25,19.350000381469727,86.01000213623047,0.22497383909863686
2012-01-26,17.959999084472656,88.91999816894531,0.20197930110557583
2012-01-27,19.15999984741211,87.44000244140625,0.21912167557693368
2012-01-30,20.32999992370605,89.86000061035156,0.22624081666614307
2012-01-31,19.06999969482422,88.51000213623047,0.2154558720433942
2012-02-01,18.68000030517578,85.77999877929688,0.21776638576595814
2012-02-02,18.3799991607666,84.0999984741211,0.2185493400029302
2012-02-03,16.84000015258789,84.04000091552734,0.20038077069411966
2012-02-06,17.979999542236328,85.37999725341797,0.21058796112243428
2012-02-07,17.93000030517578,83.79000091552734,0.21398735062972324
2012-02-08,17.790000915527344,97.01000213623048,0.1833831617748546
2012-02-09,18.1200008392334,100.76000213623048,0.1798332716858682
2012-02-10,20.100000381469727,104.1500015258789,0.19299087937579468
2012-02-13,19.63999938964844,102.4499969482422,0.19170326964060896
2012-02-14,19.450000762939453,107.81999969482422,0.18039325559257194
2012-02-15,19.739999771118164,114.6500015258789,0.17217618411162805
2012-02-16,21.59000015258789,110.41000366210938,0.19554387679091412
2012-02-17,18.729999542236328,108.55999755859376,0.17253131874958885
2012-02-21,18.40999984741211,107.70999908447266,0.17092192000645995
2012-02-22,18.850000381469727,100.80999755859376,0.18698542642572277
2012-02-23,18.729999542236328,94.44000244140624,0.1983269701190134
2012-02-24,16.68000030517578,99.43000030517578,0.16775621295364224
2012-02-27,19.100000381469727,101.68000030517578,0.18784422033973466
2012-02-28,18.670000076293945,99.12999725341795,0.1883385513324042
2012-02-29,17.799999237060547,101.5999984741211,0.17519684551564682
2012-03-01,18.020000457763672,97.43000030517578,0.18495330392405218
2012-03-02,17.649999618530273,96.94000244140624,0.18207137584093339
2012-03-05,18.270000457763672,98.18000030517578,0.18608678346887852
2012-03-06,20.56999969482422,105.11000061035156,0.1956997390864673
2012-03-07,20.43000030517578,100.45999908447266,0.20336452808442732
2012-03-08,18.07999992370605,97.19000244140624,0.18602736361289932
2012-03-09,17.15999984741211,97.9800033569336,0.1751377756632601
2012-03-12,15.789999961853027,98.61000061035156,0.16012574651779765
2012-03-13,14.0,98.47000122070312,0.1421752800492149
2012-03-14,14.420000076293944,106.62999725341795,0.1352339908817893
2012-03-15,15.31999969482422,108.41999816894533,0.14130234231282546
2012-03-16,14.43000030517578,105.77999877929688,0.13641520582055444
2012-03-19,15.420000076293944,106.48999786376952,0.14480233247840266
2012-03-20,15.81999969482422,109.37999725341795,0.1446333890297284
2012-03-21,14.720000267028809,104.6500015258789,0.14065934116005435
2012-03-22,16.040000915527344,102.52999877929688,0.15644202776257307
2012-03-23,15.649999618530272,98.5999984741211,0.1587221081209025
2012-03-26,14.510000228881836,96.08000183105467,0.1510199828513321
2012-03-27,14.520000457763672,101.1500015258789,0.1435491867397429
2012-03-28,15.579999923706056,102.73999786376952,0.1516449313573543
2012-03-29,16.84000015258789,101.94000244140624,0.16519521041082277
2012-03-30,14.880000114440918,100.27999877929688,0.1483845262821537
2012-04-02,16.350000381469727,100.37999725341795,0.1628810602593736
2012-04-03,15.609999656677246,98.37000274658205,0.15868658351968612
2012-04-04,17.06999969482422,99.7300033569336,0.17116212895060984
2012-04-05,17.020000457763672,99.47000122070312,0.1711068688940684
2012-04-09,18.940000534057617,104.58999633789062,0.1810880695785633
2012-04-10,19.100000381469727,109.12999725341795,0.17502062551249184
2012-04-11,19.21999931335449,111.19000244140624,0.17285726136648702
2012-04-12,19.6299991607666,104.2699966430664,0.1882612428574575
2012-04-13,17.950000762939453,110.76000213623048,0.16206212004999468
2012-04-16,18.8700008392334,110.97000122070312,0.1700459640592751
2012-04-17,18.65999984741211,107.01000213623048,0.17437622161390814
2012-04-18,19.020000457763672,106.05999755859376,0.17933246177245957
2012-04-19,18.51000022888184,103.95999908447266,0.1780492534810581
2012-04-20,17.920000076293945,101.08000183105467,0.17728531610283774
2012-04-23,20.21999931335449,104.01000213623048,0.19440437359928794
2012-04-24,19.21999931335449,99.83999633789062,0.1925080130042056
2012-04-25,17.049999237060547,93.27999877929688,0.18278301308087846
2012-04-26,16.969999313354492,89.6500015258789,0.18929167902418642
2012-04-27,15.829999923706056,88.62000274658203,0.17862784284687466
2012-04-30,17.040000915527344,89.31999969482422,0.19077475340066255
2012-05-01,17.270000457763672,87.05999755859375,0.1983689517811035
2012-05-02,17.25,86.29000091552734,0.1999072872520502
2012-05-03,16.899999618530273,88.3499984741211,0.1912846622570176
2012-05-04,18.030000686645508,91.30999755859376,0.1974592177058775
2012-05-07,19.799999237060547,90.91000366210938,0.21779780485602424
2012-05-08,19.440000534057617,91.33000183105467,0.21285448532037027
2012-05-09,20.649999618530277,102.06999969482422,0.20231213559587577
2012-05-10,19.25,98.6500015258789,0.19513431021032612
2012-05-11,19.93000030517578,100.12000274658205,0.19906112423529837
2012-05-14,21.46999931335449,105.8499984741211,0.20283419577567227
2012-05-15,21.43000030517578,109.61000061035156,0.19551136014820836
2012-05-16,21.540000915527344,109.22000122070312,0.19721663316960614
2012-05-17,21.989999771118164,112.83999633789062,0.1948777072384052
2012-05-18,23.270000457763672,117.44000244140624,0.1981437327487596
2012-05-21,24.8799991607666,108.5,0.22930874802549864
2012-05-22,21.76000022888184,110.4800033569336,0.19695872164830278
2012-05-23,23.31999969482422,107.4800033569336,0.21697058956520615
2012-05-24,22.0,104.5199966430664,0.21048603814186426
2012-05-25,22.049999237060547,103.0999984741211,0.21387002486324255
2012-05-29,21.700000762939453,100.9800033569336,0.21489403883496172
2012-05-30,22.68000030517578,109.7300033569336,0.20668914254382625
2012-05-31,23.82999992370605,108.75,0.21912643608005564
2012-06-01,25.8700008392334,111.41000366210938,0.2322053674613764
2012-06-04,26.350000381469727,107.04000091552734,0.24616965766157206
2012-06-05,25.899999618530277,102.77999877929688,0.25199455075054306
2012-06-06,23.76000022888184,97.70999908447266,0.24316856464547446
2012-06-07,21.0,98.36000061035156,0.2135014220179857
2012-06-08,22.540000915527344,96.5999984741211,0.2333333464965401
2012-06-11,19.8700008392334,105.51000213623048,0.1883233858111197
2012-06-12,23.149999618530277,103.22000122070312,0.22427823430297555
2012-06-13,22.93000030517578,110.5999984741211,0.20732369458884842
2012-06-14,24.190000534057617,107.77999877929688,0.22443867886463736
2012-06-15,22.46999931335449,108.2300033569336,0.2076134030898095
2012-06-18,21.76000022888184,99.3000030517578,0.2191339331333147
2012-06-19,17.65999984741211,98.12999725341795,0.17996535556610338
2012-06-20,17.959999084472656,96.41000366210938,0.18628771291636423
2012-06-21,16.889999389648438,105.47000122070312,0.1601403166224012
2012-06-22,18.649999618530277,104.12999725341795,0.17910304533229124
2012-06-25,20.46999931335449,104.45999908447266,0.19596017128816182
2012-06-26,20.01000022888184,100.66000366210938,0.19878799424695473
2012-06-27,19.549999237060547,98.11000061035156,0.199266120838224
2012-06-28,20.32999992370605,97.20999908447266,0.20913486385325314
2012-06-29,17.520000457763672,89.58999633789062,0.19555755300721978
2012-07-02,17.6200008392334,85.61000061035156,0.20581708577984603
2012-07-03,16.670000076293945,84.58999633789062,0.19706822080599745
2012-07-05,17.610000610351562,89.43000030517578,0.1969137934726405
2012-07-06,18.200000762939453,90.0999984741211,0.2019977921327816
2012-07-09,18.170000076293945,92.8499984741211,0.19569198034352409
2012-07-10,17.510000228881836,94.91000366210938,0.1844905653066822
2012-07-11,17.979999542236328,96.25,0.1868051900492086
2012-07-12,18.81999969482422,95.22000122070312,0.1976475472963163
2012-07-13,17.780000686645508,91.0999984741211,0.19517015350660294
2012-07-16,17.309999465942383,94.20999908447266,0.18373845275618259
2012-07-17,16.719999313354492,93.48999786376952,0.17884265371059602
2012-07-18,16.809999465942383,94.02999877929688,0.1787727287479614
2012-07-19,16.059999465942383,93.7300033569336,0.17134320805243372
2012-07-20,16.649999618530273,100.61000061035156,0.16549050310628055
2012-07-23,20.40999984741211,107.31999969482422,0.19017890333069423
2012-07-24,18.3799991607666,111.6500015258789,0.16462157554477394
2012-07-25,19.790000915527344,106.52999877929688,0.18576927759594933
2012-07-26,17.68000030517578,98.58999633789062,0.17932854206203994
2012-07-27,17.110000610351562,93.08000183105467,0.1838203725157543
2012-07-30,17.549999237060547,94.73999786376952,0.18524382132978726
2012-07-31,18.399999618530277,96.11000061035156,0.19144729478389472
2012-08-01,18.799999237060547,94.2300033569336,0.19951181754550168
2012-08-02,19.049999237060547,89.62999725341797,0.21254044204864783
2012-08-03,16.049999237060547,84.5,0.1899408193734976
2012-08-06,15.850000381469728,84.47000122070312,0.18764058425969316
2012-08-07,15.550000190734863,86.87000274658203,0.17900310462861924
2012-08-08,16.459999084472656,85.18000030517578,0.19323783781992426
2012-08-09,15.390000343322754,83.91000366210938,0.18341079336971003
2012-08-10,15.34000015258789,84.83000183105469,0.18083225063626254
2012-08-13,14.09000015258789,89.58000183105469,0.1572895720538299
2012-08-14,13.90999984741211,94.33000183105467,0.14746103654619833
2012-08-15,14.81999969482422,97.9499969482422,0.15130168613129474
2012-08-16,14.880000114440918,95.6500015258789,0.15556717069591483
2012-08-17,14.229999542236328,95.0199966430664,0.14975794616884666
2012-08-20,14.109999656677246,96.63999938964844,0.1460057920715243
2012-08-21,14.100000381469728,97.41000366210938,0.14474899755038567
2012-08-22,15.31999969482422,99.13999938964844,0.15452894683418605
2012-08-23,15.0,98.4000015258789,0.15243902202638732
2012-08-24,15.989999771118164,94.98999786376952,0.16833351016651585
2012-08-27,16.149999618530273,94.88999938964844,0.17019706736653303
2012-08-28,16.31999969482422,94.43000030517578,0.17282642848757576
2012-08-29,16.610000610351562,94.70999908447266,0.17537747620013133
2012-08-30,17.479999542236328,96.33000183105467,0.18145955787370452
2012-08-31,17.25,93.3000030517578,0.1848874537595742
2012-09-04,18.649999618530277,93.70999908447266,0.19901824565934184
2012-09-05,17.3799991607666,90.1500015258789,0.19278978221400708
2012-09-06,17.299999237060547,83.6500015258789,0.20681409350253777
2012-09-07,15.600000381469728,82.23999786376953,0.189688725519073
2012-09-10,14.270000457763672,92.7699966430664,0.15382128893102862
2012-09-11,16.110000610351562,92.38999938964844,0.17436952826905808
2012-09-12,15.59000015258789,93.94000244140624,0.16595699113710302
2012-09-13,15.600000381469728,87.80999755859375,0.1776563126659943
2012-09-14,13.81999969482422,93.04000091552734,0.1485382583709521
2012-09-17,14.670000076293944,92.9499969482422,0.1578267945986347
2012-09-18,14.510000228881836,90.12999725341795,0.16098968901645652
2012-09-19,13.949999809265137,88.61000061035156,0.1574314379096785
2012-09-20,14.630000114440918,88.72000122070312,0.16490081056296194
2012-09-21,13.9399995803833,87.9000015258789,0.15858929850278994
2012-09-24,15.0600004196167,85.87999725341797,0.17536097928807654
2012-09-25,14.1899995803833,92.79000091552734,0.1529259558182499
2012-09-26,15.829999923706056,95.0500030517578,0.16654391810051927
2012-09-27,16.3799991607666,88.23999786376953,0.1856300947111884
2012-09-28,15.229999542236328,90.48999786376952,0.16830588906814564
2012-10-01,16.030000686645508,92.51000213623048,0.17327856790057886
2012-10-02,15.850000381469728,90.25,0.17562327292487234
2012-10-03,15.630000114440918,87.55999755859375,0.17850617348386255
2012-10-04,15.229999542236328,83.51000213623047,0.18237335831211596
2012-10-05,13.68000030517578,83.0999984741211,0.16462094532331417
2012-10-08,15.1899995803833,85.8499984741211,0.1769365154381712
2012-10-09,15.279999732971191,88.52999877929688,0.1725968591851431
2012-10-10,16.520000457763672,94.36000061035156,0.17507418769507066
2012-10-11,15.329999923706056,90.73999786376952,0.1689442394160226
2012-10-12,15.40999984741211,91.87000274658205,0.16773701302610908
2012-10-15,16.049999237060547,92.91999816894533,0.17272922463772278
2012-10-16,14.84000015258789,90.30999755859376,0.16432289396264896
2012-10-17,15.43000030517578,85.5999984741211,0.18025701612413736
2012-10-18,15.25,86.51000213623047,0.17628019446797916
2012-10-19,14.90999984741211,92.62999725341795,0.16096297408517893
2012-10-22,17.440000534057617,92.4800033569336,0.18858131380841986
2012-10-23,18.229999542236328,99.66000366210938,0.1829219232626554
2012-10-24,18.21999931335449,96.38999938964844,0.18902375172450908
2012-10-25,17.559999465942383,91.86000061035156,0.19116045448799587
2012-10-26,18.030000686645508,89.43000030517578,0.20161020491019743
2012-10-31,17.68000030517578,90.2300033569336,0.19594369552705096
2012-11-01,17.770000457763672,81.69999694824219,0.2175030737029422
2012-11-02,16.059999465942383,87.83999633789062,0.18283242412903822
2012-11-05,18.32999992370605,90.75,0.2019834702336755
2012-11-06,18.15999984741211,87.55999755859375,0.20740064360165986
2012-11-07,17.719999313354492,94.75,0.1870184624100738
2012-11-08,18.690000534057617,93.38999938964844,0.20012850044122882
2012-11-09,18.799999237060547,94.0199966430664,0.1999574548851781
2012-11-12,18.149999618530277,90.54000091552734,0.20046387712613337
2012-11-13,17.360000610351562,87.83999633789062,0.19763207347565837
2012-11-14,16.31999969482422,94.66000366210938,0.17240649760672688
2012-11-15,17.739999771118164,94.54000091552734,0.1876454368449718
2012-11-16,17.649999618530273,90.2699966430664,0.19552454054384816
2012-11-19,15.880000114440918,88.43000030517578,0.17957706728076836
2012-11-20,15.109999656677246,85.93000030517578,0.175840796031827
2012-11-21,14.960000038146973,85.8499984741211,0.1742574292841317
2012-11-23,15.0,82.86000061035156,0.18102823907203874
2012-11-26,15.630000114440918,82.44999694824219,0.1895694444264518
2012-11-27,15.300000190734863,84.16999816894531,0.18177498542918857
2012-11-28,16.43000030517578,80.38999938964844,0.20437865940936206
2012-11-29,15.210000038146973,78.41999816894531,0.19395562858059595
2012-11-30,15.260000228881836,78.58999633789062,0.19417229851077783
2012-12-03,15.8100004196167,84.06999969482422,0.1880575767456562
2012-12-04,16.65999984741211,86.18000030517578,0.1933163122350505
2012-12-05,16.950000762939453,82.9800033569336,0.20426608914475483
2012-12-06,16.59000015258789,84.1500015258789,0.19714794832755786
2012-12-07,16.1200008392334,80.73999786376953,0.19965322350431877
2012-12-10,16.469999313354492,81.55999755859375,0.20193722175533702
2012-12-11,15.9399995803833,78.69999694824219,0.20254129858310407
2012-12-12,15.600000381469728,83.0199966430664,0.1879065407402976
2012-12-13,15.869999885559082,86.73999786376953,0.18296057501043392
2012-12-14,16.68000030517578,86.38999938964844,0.1930779074316609
2012-12-17,17.200000762939453,82.0999984741211,0.20950062219990295
2012-12-18,16.389999389648438,79.36000061035156,0.20652720846262895
2012-12-19,16.049999237060547,83.33000183105469,0.19260769092026078
2012-12-20,17.260000228881836,83.05999755859375,0.20780159807620943
2012-12-21,19.850000381469727,87.69999694824219,0.22633980698066136
2012-12-24,18.459999084472656,89.2699966430664,0.20678839227789356
2012-12-26,18.709999084472656,92.16999816894533,0.20299446084590012
2012-12-27,19.38999938964844,90.88999938964844,0.21333479502538966
2012-12-28,20.31999969482422,104.72000122070312,0.19404124768866943
2012-12-31,22.13999938964844,92.5,0.2393513447529561
2013-01-02,15.239999771118164,78.7699966430664,0.19347467843848942
2013-01-03,14.770000457763672,77.0199966430664,0.19176838615317332
2013-01-04,14.229999542236328,75.18000030517578,0.18927905672350284
2013-01-07,14.529999732971191,76.7699966430664,0.1892666454126189
2013-01-08,13.880000114440918,78.37000274658203,0.17710858272295096
2013-01-09,13.31999969482422,78.51000213623047,0.16965990743079298
2013-01-10,13.329999923706056,77.48999786376953,0.17202220017015254
2013-01-11,13.550000190734863,78.5199966430664,0.17256750853327216
2013-01-14,13.65999984741211,78.27999877929688,0.17450178922364573
2013-01-15,13.970000267028809,77.83999633789062,0.1794707210209432
2013-01-16,13.699999809265137,77.26000213623047,0.17732331646986366
2013-01-17,13.449999809265137,78.7699966430664,0.1707502904971756
2013-01-18,13.520000457763672,73.43000030517578,0.18412093696819312
2013-01-22,13.279999732971191,73.87000274658203,0.17977527059975176
2013-01-23,12.670000076293944,71.86000061035156,0.17631505661953484
2013-01-24,12.729999542236328,76.16999816894531,0.16712616316467732
2013-01-25,12.630000114440918,76.91999816894531,0.16419657325915007
2013-01-28,13.289999961853027,78.16000366210938,0.1700358154959477
2013-01-29,13.869999885559082,73.61000061035156,0.18842548255064928
2013-01-30,13.640000343322754,77.33999633789062,0.17636411933265386
2013-01-31,14.43000030517578,76.72000122070312,0.18808654947312228
2013-02-01,13.369999885559082,73.29000091552734,0.18242597514726583
2013-02-04,14.0,77.79000091552734,0.1799717166117878
2013-02-05,14.210000038146973,75.06999969482422,0.18928999728138665
2013-02-06,14.0600004196167,77.23999786376953,0.1820300467176959
2013-02-07,13.470000267028809,76.86000061035156,0.17525371012311258
2013-02-08,13.199999809265137,74.41999816894531,0.1773716760822679
2013-02-11,13.369999885559082,76.0999984741211,0.17568988375348973
2013-02-12,12.81999969482422,73.83000183105469,0.17364214244718898
2013-02-13,12.880000114440918,73.25,0.17583617903673607
2013-02-14,13.300000190734863,72.98999786376953,0.1822167499656369
2013-02-15,12.470000267028809,72.55000305175781,0.17188145751189837
2013-02-19,12.8100004196167,70.44999694824219,0.1818310997093141
2013-02-20,12.31999969482422,79.6500015258789,0.15467670381426618
2013-02-21,14.68000030517578,80.83000183105469,0.18161573639276796
2013-02-22,14.600000381469728,78.66000366210938,0.18560894611936773
2013-02-25,13.6899995803833,94.33999633789062,0.14511342073144498
2013-02-26,17.5,90.2300033569336,0.19394879030174875
2013-02-27,16.56999969482422,82.29000091552734,0.20136103427479263
2013-02-28,15.0,86.56999969482422,0.17327018658747678
2013-03-01,16.100000381469727,87.83000183105469,0.18330866498715173
2013-03-04,16.15999984741211,82.2699966430664,0.1964264070354019
2013-03-05,13.4399995803833,79.31999969482422,0.16944023741921782
2013-03-06,13.18000030517578,78.77999877929688,0.16730135198528895
2013-03-07,13.449999809265137,77.16000366210938,0.1743131048588839
2013-03-08,12.670000076293944,76.6500015258789,0.16529680135774352
2013-03-11,12.3100004196167,77.31999969482422,0.15920849027681422
2013-03-12,11.789999961853027,79.98999786376953,0.14739342763744667
2013-03-13,12.18000030517578,84.36000061035156,0.1443812259015229
2013-03-14,11.699999809265137,83.5,0.14011975819479205
